stationCode,stationName,stationType,latitude,longitude,agencyName,state,district,majorBasin,tributary,dataAcquisitionMode,stationStatus,tehsil,block,village,datatype_code,description,data_value,data_time,unit,well_type,well_depth,well_aquifer_type
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.89,2024-03-22 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.89,2024-03-23 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.89,2024-03-24 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.9,2024-03-24 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.91,2024-03-25 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.91,2024-03-25 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.92,2024-03-26 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.92,2024-03-26 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.93,2024-03-27 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.93,2024-03-27 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.93,2024-03-28 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.93,2024-03-28 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.94,2024-03-29 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.94,2024-03-29 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.94,2024-03-30 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.95,2024-03-30 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.96,2024-03-31 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.12,2024-04-01 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.97,2024-04-02 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.1,2024-04-02 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-3.99,2024-04-03 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.0,2024-04-04 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.01,2024-04-05 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.1,2024-04-05 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.02,2024-04-06 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.09,2024-04-06 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.04,2024-04-07 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.04,2024-04-07 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.05,2024-04-08 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.06,2024-04-08 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.07,2024-04-09 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.07,2024-04-09 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.08,2024-04-10 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.09,2024-04-10 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.1,2024-04-11 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.11,2024-04-11 18:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.11,2024-04-12 00:00:00,m,,,Bore Well,112.0,Confined
CGWBHU2326,Mukteswar,Ground Water,21.2394,86.7283,CGWB,Odisha,Baleshwar,,,Telemetric,Active,-,GGZ,GPRS-Water Level,-4.12,2024-04-12 18:00:00,m,,,Bore Well,112.0,Confined
